TripID,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,RatecodeID,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,improvement_surcharge,tip_amount,tolls_amount,total_amount
69719738,2,08/17/2017 10:06:12 PM,08/17/2017 10:32:06 PM,1,11.07,138,97,1,N,1,32.5,0.5,0.5,0.3,6.76,0,40.56
9517173,1,02/10/2017 11:47,02/10/2017 12:09,1,2.7,238,161,1,N,1,15.5,0,0.5,0.3,4.05,0,20.35
19282330,2,03/07/2017 20:19,03/07/2017 20:29,2,2.51,229,146,1,N,1,10,0.5,0.5,0.3,3.39,0,14.69
22352969,2,03/18/2017 12:12:18 PM,03/18/2017 12:20:32 PM,1,0.78,230,50,1,N,2,7,0,0.5,0.3,0,0,7.8
17520716,2,03/03/2017 08:02,03/03/2017 08:05,1,0.85,164,170,1,N,1,4.5,0,0.5,0.3,1.59,0,6.89
34663272,2,04/26/2017 6:08:41 PM,04/26/2017 6:11:08 PM,5,0.38,236,236,1,N,1,4,1,0.5,0.3,1.16,0,6.96
32842627,2,04/21/2017 3:08:21 PM,04/21/2017 3:18:09 PM,1,1.15,163,100,1,N,1,8,0,0.5,0.3,1.76,0,10.56
8467920,2,02/04/2017 18:04,02/04/2017 18:19,1,7.16,141,243,1,N,2,21,0,0.5,0.3,0,0,21.8
83622942,2,10/05/2017 09:39,10/05/2017 09:42,6,0.22,48,48,3,N,2,21.5,0,0,0.3,0,0,21.8
21974063,1,03/17/2017 9:17:05 AM,03/17/2017 9:21:34 AM,1,0.7,237,236,1,N,1,5,0,0.5,0.3,1.15,0,6.95
110794327,2,12/31/2017 1:03:12 PM,12/31/2017 1:06:52 PM,6,0.71,161,229,1,N,2,4.5,0,0.5,0.3,0,0,5.3
105212199,2,12/12/2017 11:12,12/12/2017 12:01,1,3.1,186,263,1,N,1,28,0,0.5,0.3,5.76,0,34.56
74143232,2,09/03/2017 23:15,09/03/2017 23:31,2,2.96,161,148,1,N,1,13,0.5,0.5,0.3,2.86,0,17.16
105476838,1,12/13/2017 7:06:10 AM,12/13/2017 7:11:40 AM,1,0.8,142,230,1,N,1,5.5,0,0.5,0.3,1,0,7.3
65221014,2,08/01/2017 18:09,08/01/2017 18:14,1,0.96,162,162,1,N,2,5.5,1,0.5,0.3,0,0,7.3
85218699,1,10/10/2017 14:40,10/10/2017 14:54,4,1.9,144,68,1,N,2,10.5,0,0.5,0.3,0,0,11.3
66465797,2,08/05/2017 22:28,08/05/2017 22:34,4,0.97,43,43,1,N,2,6.5,0.5,0.5,0.3,0,0,7.8
68455717,2,08/13/2017 3:50:10 AM,08/13/2017 3:53:43 AM,2,0.95,68,246,1,N,1,5,0.5,0.5,0.3,1,0,7.3
34401650,2,04/25/2017 10:20:43 PM,04/25/2017 10:25:28 PM,4,1.02,166,24,1,N,1,6,0.5,0.5,0.3,1.46,0,8.76
36762559,2,05/01/2017 09:42,05/01/2017 09:47,1,0.78,13,231,1,N,1,5,0,0.5,0.3,1,0,6.8
48053276,2,06/03/2017 18:55,06/03/2017 19:03,6,1.16,234,230,1,N,1,7,0,0.5,0.3,1.95,0,9.75
30892521,1,04/16/2017 2:43:35 AM,04/16/2017 3:04:48 AM,3,4.3,249,255,1,N,1,17.5,0.5,0.5,0.3,2.22,0,21.02
15158530,1,02/25/2017 1:04:27 PM,02/25/2017 1:15:41 PM,1,1.9,107,161,1,N,1,9.5,0,0.5,0.3,2.55,0,12.85
22166926,2,03/17/2017 10:00:41 PM,03/17/2017 10:22:57 PM,2,11.2,138,180,1,N,1,31.5,0.5,0.5,0.3,6.56,0,39.36
2661149,1,01/10/2017 21:06,01/10/2017 21:13,1,2,246,50,1,N,2,8,0.5,0.5,0.3,0,0,9.3
97134848,2,11/16/2017 9:31:00 AM,11/16/2017 9:43:17 AM,2,1.02,48,161,1,N,1,8.5,0,0.5,0.3,1.86,0,11.16
90957858,2,10/28/2017 4:16:54 AM,10/28/2017 4:33:06 AM,3,5.11,79,74,1,N,1,16.5,0.5,0.5,0.3,5.34,0,23.14
86230381,2,10/13/2017 3:48:39 PM,10/13/2017 3:56:17 PM,1,0.96,249,234,1,N,2,6.5,0,0.5,0.3,0,0,7.3
79283387,2,09/20/2017 11:46:44 PM,09/20/2017 11:54:08 PM,1,1.9,249,164,1,N,1,8,0.5,0.5,0.3,1.86,0,11.16
64344057,1,07/29/2017 1:27:34 PM,07/29/2017 1:36:28 PM,1,1.6,249,186,1,N,1,8,0,0.5,0.3,1,0,9.8
74722231,1,09/06/2017 11:37,09/06/2017 11:40,1,0.4,140,140,1,N,2,4.5,0,0.5,0.3,0,0,5.3
81447972,1,09/28/2017 7:17:44 AM,09/28/2017 7:21:35 AM,1,0.9,237,162,1,N,1,5,0,0.5,0.3,1,0,6.8
69751803,2,08/18/2017 1:17:32 AM,08/18/2017 1:34:48 AM,1,4.96,114,257,1,N,1,17,0.5,0.5,0.3,3.66,0,21.96
16215929,1,02/28/2017 6:02:05 PM,02/28/2017 6:13:30 PM,1,4.9,87,170,1,N,1,16,1,0.5,0.3,5.3,0,23.1
16416397,1,03/10/2017 18:31,03/10/2017 18:58,1,9.6,234,244,1,N,2,30.5,1,0.5,0.3,0,0,32.3
38609090,1,05/06/2017 14:54,05/06/2017 15:19,1,2.9,79,255,1,N,2,17.5,0,0.5,0.3,0,0,18.3
60107150,2,07/15/2017 12:28:27 AM,07/15/2017 12:37:09 AM,2,1.62,125,87,1,N,1,8,0.5,0.5,0.3,1,0,10.3
87475909,1,10/17/2017 2:29:39 PM,10/17/2017 3:00:14 PM,1,13.8,138,51,1,N,1,39,0,0.5,0.3,9.1,5.76,54.66
10038766,1,02/11/2017 19:09,02/11/2017 19:32,1,1.7,249,107,1,N,1,14.5,0,0.5,0.3,1,0,16.3
53636202,2,06/23/2017 7:53:53 PM,06/23/2017 8:00:57 PM,2,0.88,170,234,1,N,1,6.5,1,0.5,0.3,0.5,0,8.8
20414683,2,03/26/2017 8:06:55 PM,03/26/2017 8:14:43 PM,1,1.46,186,233,1,N,1,7,0.5,0.5,0.3,1.24,0,9.54
63683638,2,07/27/2017 10:10:04 AM,07/27/2017 10:23:13 AM,1,1.66,163,100,1,N,1,10,0,0.5,0.3,1.2,0,12
105056260,2,12/11/2017 20:04,12/11/2017 20:16,1,1.63,161,234,1,N,1,9.5,0.5,0.5,0.3,2.16,0,12.96
97913057,1,11/18/2017 1:04:54 PM,11/18/2017 1:39:53 PM,1,10,230,138,1,N,1,34.5,0,0.5,0.3,7.05,0,42.35
22572601,2,03/18/2017 11:41:50 PM,03/18/2017 11:49:21 PM,1,1.42,113,68,1,N,2,7,0.5,0.5,0.3,0,0,8.3
11538055,2,02/07/2017 08:56,02/07/2017 09:07,1,0.72,211,231,1,N,1,8,0,0.5,0.3,0,0,8.8
26548374,2,03/31/2017 8:18:22 PM,03/31/2017 8:50:17 PM,3,9.67,138,232,1,N,1,31,0.5,0.5,0.3,8.08,0,40.38
44715204,1,05/24/2017 8:46:11 PM,05/24/2017 9:02:29 PM,1,2.3,161,246,1,N,1,12.5,0.5,0.5,0.3,2.75,0,16.55
12031574,1,02/15/2017 8:16:09 PM,02/15/2017 8:39:44 PM,1,4.7,256,181,1,N,1,18.5,0.5,0.5,0.3,3,0,22.8
81845123,1,09/29/2017 11:38:58 AM,09/29/2017 12:10:34 PM,1,3.5,163,211,1,N,2,19.5,0,0.5,0.3,0,0,20.3
69221794,1,08/16/2017 9:30:43 AM,08/16/2017 9:46:07 AM,1,2.7,236,164,1,N,2,12.5,0,0.5,0.3,0,0,13.3
50030141,2,06/13/2017 7:17:33 PM,06/13/2017 7:27:33 PM,2,1.07,113,125,1,N,2,8,1,0.5,0.3,0,0,9.8
66364969,1,08/05/2017 15:42,08/05/2017 16:00,2,2.3,50,170,1,N,2,13,0,0.5,0.3,0,0,13.8
43025860,2,05/13/2017 8:55:32 PM,05/13/2017 9:20:31 PM,1,6.93,166,158,1,N,2,24,0.5,0.5,0.3,0,0,25.3
35466233,2,04/10/2017 22:17,04/10/2017 22:33,6,2.95,161,236,1,N,2,13.5,0.5,0.5,0.3,0,0,14.8
47959795,1,06/03/2017 14:24,06/03/2017 15:31,1,18,132,163,2,N,1,52,0,0.5,0.3,0,0,52.8
97525570,2,11/17/2017 12:01:00 PM,11/17/2017 12:24:22 PM,6,6.25,231,107,1,N,1,22.5,0,0.5,0.3,4.66,0,27.96
81692055,1,09/28/2017 9:17:50 PM,09/28/2017 9:30:03 PM,1,1.8,233,163,1,N,2,9.5,0.5,0.5,0.3,0,0,10.8
26670402,2,04/01/2017 02:56,04/01/2017 03:00,6,0.63,255,255,1,N,1,4.5,0.5,0.5,0.3,1.16,0,6.96
88901446,1,10/21/2017 7:27:11 PM,10/21/2017 7:34:31 PM,2,1.3,75,74,1,N,1,7,0,0.5,0.3,0,0,7.8
110361673,2,12/29/2017 5:22:05 PM,12/29/2017 5:32:05 PM,6,3.22,138,223,1,N,1,11.5,1,0.5,0.3,3.32,0,16.62
81142873,2,09/27/2017 9:10:06 AM,09/27/2017 9:16:56 AM,2,1.09,74,41,1,N,1,6.5,0,0.5,0.3,1,0,8.3
58371316,2,07/09/2017 02:27,07/09/2017 02:35,1,0.79,100,164,1,N,2,7,0.5,0.5,0.3,0,0,8.3
86756559,1,10/15/2017 1:04:26 AM,10/15/2017 1:09:50 AM,1,1.1,158,125,1,N,1,5.5,0.5,0.5,0.3,1.35,0,8.15
53595206,2,06/23/2017 5:55:36 PM,06/23/2017 6:29:34 PM,1,2.73,237,246,1,N,1,20.5,1,0.5,0.3,4.46,0,26.76
46828622,1,06/09/2017 23:53,06/10/2017 00:02,1,1.9,236,74,1,N,2,9,0.5,0.5,0.3,0,0,10.3
18128086,2,03/04/2017 16:40,03/04/2017 16:56,5,2.85,164,236,1,N,1,12.5,0,0.5,0.3,1,0,14.3
75569108,2,09/08/2017 21:45,09/08/2017 22:02,1,1.8,230,137,1,N,2,11.5,0.5,0.5,0.3,0,0,12.8
28844177,2,04/07/2017 13:53,04/07/2017 13:59,2,0.83,230,163,1,N,1,6,0,0.5,0.3,0.7,0,7.5
108611319,1,12/22/2017 11:49:37 AM,12/22/2017 12:21:07 PM,1,4.2,262,186,1,N,1,22,0,0.5,0.3,4.56,0,27.36
107412684,1,12/18/2017 7:21:19 PM,12/18/2017 7:37:07 PM,1,1.6,186,233,1,N,2,11,1,0.5,0.3,0,0,12.8
103389639,1,12/06/2017 22:49,12/06/2017 22:53,1,0.5,161,230,1,N,1,4.5,0.5,0.5,0.3,2,0,7.8
40519150,2,05/19/2017 8:05:49 AM,05/19/2017 8:20:09 AM,1,1.71,229,263,1,N,1,10.5,0,0.5,0.3,2.26,0,13.56
52987734,1,06/22/2017 8:05:33 AM,06/22/2017 8:05:40 AM,1,0,231,231,3,N,2,20,0,0,0.3,0,0,20.3
51203824,2,06/17/2017 12:21:33 AM,06/17/2017 12:26:29 AM,1,1.06,68,113,1,N,2,5.5,0.5,0.5,0.3,0,0,6.8
22567251,1,03/18/2017 11:23:48 PM,03/18/2017 11:43:44 PM,2,4.1,48,232,1,N,1,17.5,0.5,0.5,0.3,3.75,0,22.55
105298274,2,12/12/2017 16:50,12/12/2017 16:56,1,1.08,142,238,1,N,1,6,1,0.5,0.3,1.17,0,8.97
99589612,1,11/24/2017 3:17:47 PM,11/24/2017 3:33:57 PM,1,2.6,148,170,1,N,2,13,0,0.5,0.3,0,0,13.8
110346534,2,12/29/2017 4:04:10 PM,12/29/2017 4:10:06 PM,1,0.91,43,43,1,N,2,6,1,0.5,0.3,0,0,7.8
61164590,2,07/18/2017 7:11:53 PM,07/18/2017 7:23:35 PM,1,0.95,68,161,1,N,1,8.5,1,0.5,0.3,2,0,12.3
90236,2,01/08/2017 02:59,01/08/2017 03:04,1,1.71,263,74,1,N,1,6.5,0.5,0.5,0.3,1,0,8.8
58377330,2,07/09/2017 03:01,07/09/2017 03:11,1,2.62,211,68,1,N,2,10,0.5,0.5,0.3,0,0,11.3
72458348,1,08/28/2017 11:51:26 AM,08/28/2017 12:20:34 PM,1,9,132,265,1,N,2,28,0,0.5,0.3,0,0,28.8
60784846,2,07/17/2017 2:20:31 PM,07/17/2017 2:24:40 PM,1,0.67,236,236,1,N,1,4.5,0,0.5,0.3,1.06,0,6.36
69418623,1,08/16/2017 9:37:16 PM,08/16/2017 9:42:40 PM,2,1.1,50,239,1,N,1,6,0.5,0.5,0.3,1.45,0,8.75
105605623,2,12/13/2017 2:05:28 PM,12/13/2017 2:20:29 PM,2,2.14,236,142,1,N,2,11.5,0,0.5,0.3,0,0,12.3
87700308,1,10/18/2017 7:42:38 AM,10/18/2017 7:49:21 AM,1,1.4,144,107,1,N,1,6.5,0,0.5,0.3,1.45,0,8.75
109647816,1,12/26/2017 11:33:55 PM,12/26/2017 11:38:49 PM,1,1,148,113,1,N,2,5.5,0.5,0.5,0.3,0,0,6.8
21522772,2,03/15/2017 9:17:04 PM,03/15/2017 9:23:59 PM,1,1.84,43,236,1,N,2,7.5,0.5,0.5,0.3,0,0,8.8
105225388,2,12/12/2017 12:32,12/12/2017 12:35,1,0.55,237,237,1,N,1,4,0,0.5,0.3,1.2,0,6
28327177,1,04/06/2017 02:45,04/06/2017 02:47,1,0.3,170,170,1,N,2,3.5,0.5,0.5,0.3,0,0,4.8
30302498,2,04/14/2017 12:49:44 PM,04/14/2017 12:58:24 PM,1,1.39,262,140,1,N,1,8,0,0.5,0.3,2.2,0,11
17546084,1,03/03/2017 09:18,03/03/2017 09:34,1,1.5,50,161,1,N,3,11,0,0.5,0.3,0,0,11.8
7881499,1,02/03/2017 06:24,02/03/2017 06:30,1,1.1,186,186,1,N,3,6,0,0.5,0.3,0,0,6.8
21421694,1,03/15/2017 3:42:07 PM,03/15/2017 3:46:27 PM,1,0.5,236,263,1,N,1,4.5,0,0.5,0.3,1.05,0,6.35
40625329,2,05/19/2017 2:10:22 PM,05/19/2017 2:28:56 PM,1,1.57,234,170,1,N,1,12.5,0,0.5,0.3,2.66,0,15.96
77799198,2,09/15/2017 10:13:28 PM,09/15/2017 10:15:57 PM,2,1.03,239,142,1,N,1,5,0.5,0.5,0.3,1.26,0,7.56
31264725,2,04/17/2017 12:03:15 PM,04/17/2017 12:40:01 PM,5,11.51,161,138,1,N,2,39.5,0,0.5,0.3,0,5.76,46.06
73696467,2,09/01/2017 23:10,09/01/2017 23:14,2,0.65,144,211,1,N,2,5,0.5,0.5,0.3,0,0,6.3
100891894,1,11/29/2017 11:13:29 AM,11/29/2017 11:47:12 AM,1,2.8,238,162,1,N,1,20.5,0,0.5,0.3,3.2,0,24.5
2192249,2,01/22/2017 12:35:47 AM,01/22/2017 1:05:47 AM,2,6.14,234,17,1,N,1,24.5,0.5,0.5,0.3,0,0,25.8
104881101,1,12/11/2017 10:21,12/11/2017 11:14,1,15.6,138,88,1,N,1,51.5,0,0.5,0.3,11.6,5.76,69.66
89734054,1,10/24/2017 3:21:41 PM,10/24/2017 3:39:40 PM,1,1.5,164,249,1,N,1,12.5,0,0.5,0.3,3.95,0,17.25
102736483,1,12/04/2017 23:16,12/04/2017 23:37,1,7,68,42,1,N,1,23,0.5,0.5,0.3,3,0,27.3
33008628,1,04/21/2017 11:15:54 PM,04/21/2017 11:27:41 PM,1,2.6,263,142,1,N,1,11,0.5,0.5,0.3,3,0,15.3
36249376,1,04/29/2017 1:29:04 PM,04/29/2017 1:48:15 PM,1,3.1,236,107,1,N,1,15,0,0.5,0.3,1,0,16.8
95729204,2,11/11/2017 20:16,11/11/2017 20:17,1,0.23,132,132,2,N,2,52,0,0.5,0.3,0,0,52.8
36112655,1,04/12/2017 20:13,04/12/2017 20:30,1,2.1,234,237,1,N,1,12,0.5,0.5,0.3,2.65,0,15.95
71210511,2,08/23/2017 3:26:21 PM,08/23/2017 3:42:56 PM,2,1.97,230,234,1,N,2,12,0,0.5,0.3,0,0,12.8
55595577,2,06/07/2017 07:55,06/07/2017 08:10,1,4.67,87,233,1,N,1,17,0,0.5,0.3,3.56,0,21.36
24037637,2,03/22/2017 10:55:41 PM,03/22/2017 11:18:02 PM,1,4.31,79,263,1,N,1,17.5,0.5,0.5,0.3,3.76,0,22.56
55835685,2,06/08/2017 19:27,06/08/2017 19:34,1,0.84,158,114,1,N,2,6.5,1,0.5,0.3,0,0,8.3
83555638,2,10/05/2017 00:02,10/05/2017 00:13,2,2.34,234,148,1,N,1,10.5,0.5,0.5,0.3,2.36,0,14.16
51921812,2,06/19/2017 1:03:56 AM,06/19/2017 1:07:06 AM,2,1.04,79,137,1,N,2,5,0.5,0.5,0.3,0,0,6.3
30653079,2,04/15/2017 12:08:51 PM,04/15/2017 12:27:40 PM,6,2.84,239,90,1,N,1,14,0,0.5,0.3,2.96,0,17.76
46716747,1,05/31/2017 8:58:40 PM,05/31/2017 9:02:51 PM,2,0.3,237,237,1,N,2,4.5,0.5,0.5,0.3,0,0,5.8
60365918,1,07/15/2017 10:34:32 PM,07/15/2017 11:02:01 PM,1,3.9,230,158,1,N,1,19,0.5,0.5,0.3,0,0,20.3
10366590,2,02/12/2017 15:37,02/12/2017 16:03,1,5.27,234,151,1,N,2,22,0,0.5,0.3,0,0,22.8
32275680,1,04/20/2017 7:13:18 AM,04/20/2017 7:29:07 AM,1,3.3,100,236,1,N,1,13.5,0,0.5,0.3,2.85,0,17.15
53109134,1,06/22/2017 2:22:05 PM,06/22/2017 4:07:28 PM,1,16.9,230,219,1,N,2,71.5,0,0.5,0.3,0,0,72.3
69354084,1,08/16/2017 6:31:15 PM,08/16/2017 6:37:37 PM,1,1.4,186,50,1,N,1,6.5,1,0.5,0.3,1.65,0,9.95
50046493,2,06/13/2017 8:05:03 PM,06/13/2017 8:42:53 PM,1,18.05,163,1,3,N,2,69.5,0.5,0,0.3,0,10.5,80.8
50025355,2,06/13/2017 7:04:30 PM,06/13/2017 7:09:05 PM,3,0.47,161,161,1,N,1,5,1,0.5,0.3,1.36,0,8.16
58203678,2,07/08/2017 14:42,07/08/2017 15:00,3,2.3,142,186,1,N,1,13,0,0.5,0.3,2.76,0,16.56
109812389,2,12/27/2017 5:40:19 PM,12/27/2017 6:01:03 PM,1,8.32,138,116,1,N,1,25.5,1,0.5,0.3,5,5.76,38.06
8149506,2,02/03/2017 20:40,02/03/2017 20:44,2,0.95,161,237,1,N,1,5.5,0.5,0.5,0.3,1.02,0,7.82
1731352,2,01/20/2017 7:57:42 PM,01/20/2017 8:05:12 PM,1,0.66,100,186,1,N,1,6.5,0.5,0.5,0.3,1,0,8.8
49136402,1,06/07/2017 22:52,06/07/2017 23:07,1,3.8,186,13,1,N,1,14.5,0.5,0.5,0.3,3.15,0,18.95
36994607,1,05/01/2017 22:09,05/01/2017 22:22,1,2.4,239,262,1,N,1,11,0.5,0.5,0.3,3.05,0,15.35
43435021,2,05/15/2017 8:22:26 AM,05/15/2017 8:57:04 AM,2,4.24,43,186,1,N,1,22.5,0,0.5,0.3,4.66,0,27.96
94141215,2,11/07/2017 07:38,11/07/2017 07:50,1,1.77,239,24,1,N,2,9.5,0,0.5,0.3,0,0,10.3
92139496,1,10/31/2017 10:24:38 PM,10/31/2017 10:46:52 PM,1,2.4,79,186,1,N,1,15,0.5,0.5,0.3,3.25,0,19.55
102628877,1,12/04/2017 17:39,12/04/2017 17:56,1,2.5,114,246,1,N,2,12.5,1,0.5,0.3,0,0,14.3
70629213,1,08/21/2017 12:40:25 PM,08/21/2017 1:12:31 PM,3,15.2,264,264,1,N,1,42.5,0,0.5,0.3,5,0,48.3
